,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,kfold
2001,0.07692307692307666,-0.05882352941176443,-0.21428571428571405,0.873015873015873,-0.6296296296296297,-0.16666666666666666,0.9240506329113924,-0.32473118279569835,-0.23809523809523728,-0.2941176470588235,1.0555555555555542,1.0,0.0,1
2002,0.07692307692307666,2.705882352941176,-2.142857142857143,-0.12698412698412695,0.44444444444444425,-0.75,-1.2658227848101267,-0.5311827956989377,0.8571428571428581,-0.6470588235294118,1.3888888888888884,0.0,-1.0,4
2004,-0.153846153846154,-0.6470588235294117,0.4285714285714285,-0.2380952380952381,-0.7407407407407407,0.3333333333333333,-0.31645569620253167,-0.621505376344093,0.428571428571428,-0.35294117647058826,0.2777777777777777,0.0,0.0,4
2005,-0.5384615384615387,-0.20588235294117632,0.4285714285714285,-0.30158730158730157,-0.2592592592592592,0.3333333333333333,-0.05063291139240506,-0.9440860215053687,-1.0,-0.7058823529411765,0.333333333333333,0.0,0.0,4
2006,-0.7692307692307694,1.2058823529411764,-0.28571428571428553,0.31746031746031744,4.0740740740740735,-0.5,0.13924050632911392,-0.2000000000000191,-0.8571428571428581,-0.8823529411764708,-0.5555555555555554,-1.0,0.0,3
2008,0.0,-1.0588235294117645,0.07142857142857148,0.2539682539682539,0.3703703703703704,1.25,0.3291139240506329,0.15268817204300686,1.6190476190476186,-0.41176470588235303,-0.5,1.0,0.0,1
2009,-0.6153846153846153,0.058823529411764754,-0.7142857142857143,-0.30158730158730157,-0.5555555555555555,0.08333333333333333,-0.08860759493670886,-1.2881720430107517,-1.142857142857142,-0.5294117647058826,1.0555555555555542,0.0,0.0,3
2010,0.153846153846154,-0.17647058823529393,0.07142857142857148,1.1746031746031746,0.5555555555555555,-0.25,-0.05063291139240506,0.36774193548386525,0.09523809523809534,-0.11764705882352952,0.11111111111111067,-1.0,0.0,1
2011,-0.307692307692308,1.7058823529411762,-2.071428571428571,-0.15873015873015872,0.5555555555555555,0.3333333333333333,-0.8227848101265823,-0.24731182795700749,0.6666666666666674,1.4705882352941178,0.7222222222222213,1.0,-1.0,1
2012,-0.307692307692308,-0.17647058823529393,0.5,0.5555555555555556,4.555555555555555,1.625,1.0506329113924051,0.15268817204300686,-0.09523809523809534,-0.7647058823529412,-0.5,0.0,0.0,2
2013,-0.6153846153846153,-0.05882352941176443,-0.6428571428571428,0.6825396825396826,-0.22222222222222213,-0.125,0.4936708860759494,0.1741935483870903,1.0952380952380953,0.7647058823529412,-0.2777777777777777,1.0,0.0,4
2014,1.692307692307692,-0.23529411764705868,0.21428571428571447,-0.28571428571428575,-0.7777777777777778,0.08333333333333333,-0.31645569620253167,-0.7075268817204268,-1.3333333333333326,-0.8235294117647061,0.5555555555555554,1.0,0.0,5
2015,-1.0,0.647058823529412,0.28571428571428553,0.33333333333333326,-0.7777777777777778,-0.5,-0.06329113924050633,-0.939784946236571,-0.14285714285714196,0.9411764705882356,1.166666666666666,0.0,0.0,3
2017,-0.23076923076923067,-0.17647058823529393,-0.07142857142857148,-0.19047619047619047,-0.14814814814814825,-0.16666666666666666,0.0379746835443038,-0.10537634408604235,1.0952380952380953,0.588235294117647,-0.05555555555555632,0.0,0.0,3
2018,-1.2307692307692306,1.0000000000000002,-1.1428571428571428,-0.14285714285714285,-0.7777777777777778,0.0,0.1518987341772152,-1.1526881720430069,0.8571428571428581,1.5294117647058825,1.7222222222222214,2.0,0.0,2
2020,0.3846153846153847,2.823529411764706,-0.7857142857142856,0.8095238095238095,1.8888888888888888,0.041666666666666664,-0.3291139240506329,0.8666666666666539,-0.04761904761904661,0.4117647058823527,-0.6111111111111116,-1.0,-1.0,2
2021,1.0769230769230773,1.5882352941176474,-1.9285714285714286,-0.15873015873015872,1.2962962962962963,-0.7916666666666666,-1.2151898734177216,0.5827956989247237,0.04761904761904873,-0.41176470588235303,-0.38888888888888934,-1.0,-1.0,1
2022,-1.0769230769230773,-0.6470588235294117,-0.07142857142857148,1.1428571428571428,-0.7037037037037036,-0.041666666666666664,0.16455696202531644,0.10967741935481606,1.3333333333333348,-0.5294117647058826,0.2777777777777777,1.0,0.0,2
2025,-0.07692307692307666,-0.23529411764705868,-0.14285714285714296,-0.09523809523809526,-0.3333333333333333,-0.041666666666666664,-0.5316455696202531,-0.8623655913978563,-0.9523809523809534,-0.8823529411764708,0.7777777777777767,1.0,0.0,3
2026,-0.07692307692307666,0.647058823529412,-0.5,-0.07936507936507936,1.3333333333333333,0.041666666666666664,-0.9240506329113924,0.2172043010752572,0.23809523809523728,0.4117647058823527,-0.166666666666667,-1.0,-1.0,3
2027,5.230769230769232,1.1764705882352942,2.5714285714285716,0.0,1.7037037037037035,-0.9583333333333334,-1.3037974683544304,0.7978494623655821,-0.9047619047619047,2.470588235294118,0.9444444444444436,0.0,-1.0,3
2028,-0.23076923076923067,0.058823529411764754,1.0,1.2063492063492063,-0.5555555555555555,1.125,1.1898734177215189,0.4537634408601991,0.04761904761904873,0.4705882352941175,-0.44444444444444464,0.0,0.0,1
2029,-0.6153846153846153,0.058823529411764754,-0.9999999999999998,-0.03174603174603177,-0.2592592592592592,-0.20833333333333334,0.08860759493670886,-0.21290322580645962,-0.9523809523809534,-0.2941176470588235,-0.7222222222222223,-1.0,0.0,2
2031,-0.307692307692308,-0.5882352941176469,-0.21428571428571405,-0.30158730158730157,-0.1111111111111112,0.375,-0.22784810126582278,-0.965591397849476,0.04761904761904873,1.0588235294117645,0.499999999999999,0.0,0.0,3
2032,0.07692307692307666,1.764705882352941,-2.142857142857143,-0.11111111111111115,1.222222222222222,-0.08333333333333333,-0.9493670886075949,0.13118279569892338,1.0,0.4117647058823527,0.22222222222222135,0.0,-1.0,4
2033,-0.153846153846154,2.058823529411765,-2.214285714285714,-0.047619047619047596,2.8148148148148144,-0.5833333333333334,-1.0759493670886076,0.10537634408601848,1.0952380952380953,0.7058823529411765,0.5555555555555554,0.0,-1.0,1
2034,-0.46153846153846134,0.23529411764705901,-0.21428571428571405,-0.30158730158730157,-0.3333333333333333,0.041666666666666664,-0.10126582278481013,-0.6860215053763433,-0.428571428571428,-0.5294117647058826,0.11111111111111067,0.0,0.0,2
2036,-1.7692307692307694,1.8235294117647058,-0.9999999999999998,-0.11111111111111115,0.40740740740740744,-0.5,-0.1518987341772152,-0.36344086021506766,3.047619047619049,0.5294117647058822,1.4444444444444438,0.0,-1.0,1
2037,0.46153846153846134,-0.47058823529411753,2.071428571428571,-0.14285714285714285,-0.03703703703703706,0.75,0.5949367088607594,-0.27741935483871,-0.7619047619047628,0.1764705882352943,-0.11111111111111166,1.0,0.0,3
2038,0.23076923076923067,-0.8823529411764703,1.2857142857142856,-0.30158730158730157,-0.3333333333333333,-0.041666666666666664,-0.24050632911392406,-0.4494623655914015,-0.04761904761904661,1.2352941176470587,0.16666666666666602,0.0,0.0,4
2039,0.0,0.11764705882352951,1.5,-0.20634920634920637,-0.6666666666666665,-1.0,-0.7215189873417721,-0.6645161290322599,-0.6666666666666674,-0.4705882352941178,0.05555555555555534,-1.0,0.0,5
2040,2.769230769230769,1.2352941176470589,1.0,-0.06349206349206347,2.666666666666666,0.20833333333333334,-0.6329113924050633,0.4709677419354611,0.09523809523809534,1.2352941176470587,0.333333333333333,0.0,-1.0,2
2043,-0.23076923076923067,-0.6470588235294117,-0.857142857142857,0.2698412698412699,-0.03703703703703706,1.1666666666666667,0.5443037974683544,-0.06236559139785157,0.5238095238095233,0.8823529411764708,0.11111111111111067,0.0,0.0,3
2044,-0.23076923076923067,0.058823529411764754,0.9285714285714285,2.4603174603174605,0.3703703703703704,1.5,1.3417721518987342,1.0043010752687975,-0.4761904761904767,0.11764705882352952,-0.666666666666667,-1.0,0.0,4
2045,-0.153846153846154,0.17647058823529427,0.5714285714285715,1.0476190476190477,-0.7777777777777778,0.20833333333333334,0.0759493670886076,-0.43655913978496097,-0.14285714285714196,-0.9411764705882356,0.999999999999999,0.0,0.0,2
2047,0.46153846153846134,0.0,1.2857142857142856,1.0476190476190477,-0.6296296296296297,0.6666666666666666,1.0,-0.23440860215054307,-0.3809523809523814,-0.7647058823529412,1.1111111111111107,1.0,0.0,3
2049,-0.307692307692308,0.411764705882353,-0.7142857142857143,-0.2380952380952381,0.07407407407407413,0.4166666666666667,0.8354430379746836,-0.4494623655914015,-0.14285714285714196,-0.5882352941176473,-0.22222222222222232,0.0,0.0,4
2050,-0.3846153846153847,0.0,-0.4285714285714285,1.2063492063492063,-0.2962962962962963,0.125,0.02531645569620253,0.2817204301075076,0.4761904761904767,-1.0,-0.11111111111111166,0.0,0.0,1
2051,0.23076923076923067,0.0,-0.07142857142857148,1.5873015873015874,-0.14814814814814825,0.7083333333333334,1.518987341772152,0.7978494623655821,-0.714285714285714,-0.5882352941176473,-0.8888888888888893,0.0,0.0,5
2053,-0.307692307692308,-0.5882352941176469,0.7142857142857141,0.9365079365079366,-0.03703703703703706,0.9166666666666666,0.6455696202531646,0.10967741935481606,-0.33333333333333265,0.3529411764705879,-0.2777777777777777,0.0,0.0,4
2054,0.07692307692307666,0.058823529411764754,1.0714285714285714,-0.2380952380952381,0.7037037037037037,0.0,0.189873417721519,-0.9225806451612852,-0.428571428571428,0.1764705882352943,1.333333333333332,0.0,0.0,3
2055,0.46153846153846134,-0.11764705882352919,1.5,0.03174603174603177,-0.14814814814814825,-0.041666666666666664,0.43037974683544306,-0.7741935483870999,-0.9047619047619047,0.11764705882352952,0.6111111111111107,0.0,0.0,4
2056,-1.0,-0.47058823529411753,0.07142857142857148,-0.33333333333333337,-0.3333333333333333,0.375,0.0379746835443038,-0.8924731182795828,0.14285714285714407,-0.2941176470588235,0.16666666666666602,0.0,0.0,3
2057,-0.7692307692307694,0.411764705882353,0.5714285714285715,0.03174603174603177,-0.7407407407407407,-0.375,0.08860759493670886,-0.8365591397849514,0.8095238095238093,-0.7058823529411765,0.5555555555555554,1.0,0.0,5
2058,-0.307692307692308,-0.4117647058823528,1.5714285714285714,1.9206349206349207,0.18518518518518506,-0.2916666666666667,0.22784810126582278,0.7978494623655821,-1.285714285714286,-0.9411764705882356,-0.5,-1.0,0.0,2
2059,0.23076923076923067,-0.23529411764705868,0.35714285714285704,1.6031746031746033,0.1111111111111112,0.25,1.0379746835443038,0.7978494623655821,-0.8095238095238093,-0.2941176470588235,-0.7777777777777777,1.0,0.0,5
2061,1.4615384615384621,3.441176470588235,-1.2857142857142856,0.07142857142857145,1.5185185185185182,-1.0416666666666667,-1.3164556962025316,0.9698924731182498,1.0952380952380953,0.05882352941176476,0.666666666666666,-1.0,-1.0,2
2062,0.46153846153846134,0.3529411764705882,1.0714285714285714,1.857142857142857,0.0,0.16666666666666666,0.4177215189873418,0.4731182795698837,-0.8571428571428581,0.11764705882352952,0.0,-1.0,0.0,4
2063,-0.07692307692307666,-0.764705882352941,-0.07142857142857148,1.0476190476190477,0.3703703703703704,0.875,0.8481012658227848,0.6258064516128906,0.8571428571428581,-0.7647058823529412,-0.38888888888888934,0.0,0.0,1
2065,-0.6923076923076926,2.058823529411765,-2.071428571428571,-0.09523809523809526,0.8148148148148149,-0.125,-0.9113924050632911,-0.28172043010753145,1.2380952380952395,-0.35294117647058826,0.38888888888888834,-1.0,-1.0,2
2066,-0.23076923076923067,-0.6470588235294117,-0.07142857142857148,0.5396825396825398,0.03703703703703706,0.4583333333333333,1.6835443037974684,0.15268817204300686,0.3809523809523814,0.05882352941176476,-0.166666666666667,-1.0,0.0,1
2067,0.07692307692307666,-0.23529411764705868,1.2857142857142856,0.0,-0.6296296296296297,0.041666666666666664,-0.27848101265822783,-0.9870967741935595,-0.3809523809523814,-0.7058823529411765,1.1111111111111107,1.0,0.0,2
2068,1.0000000000000007,0.11764705882352951,0.5714285714285715,-0.09523809523809526,1.148148148148148,-0.5,-0.9493670886075949,-0.09677419354839942,0.4761904761904767,1.5294117647058825,1.2222222222222214,1.0,-1.0,3
2070,-0.23076923076923067,1.1176470588235294,0.07142857142857148,-0.253968253968254,-0.9629629629629628,-0.2916666666666667,0.0379746835443038,-1.2881720430107517,-0.28571428571428603,0.11764705882352952,1.333333333333332,1.0,0.0,4
2071,-0.846153846153846,-0.4117647058823528,-0.14285714285714296,0.19047619047619052,-0.3703703703703704,1.6666666666666667,0.3291139240506329,-0.5913978494623666,-0.3809523809523814,1.3529411764705883,0.2777777777777777,1.0,0.0,4
2072,-0.3846153846153847,0.058823529411764754,-0.28571428571428553,0.15873015873015872,-0.3333333333333333,0.3333333333333333,-0.26582278481012656,-0.9956989247311785,-0.04761904761904661,0.5294117647058822,1.2777777777777768,2.0,0.0,2
2074,0.846153846153846,1.411764705882353,-0.6428571428571428,-0.12698412698412695,1.148148148148148,0.16666666666666666,-0.3670886075949367,0.4064516129032107,0.23809523809523728,-0.2941176470588235,-0.38888888888888934,0.0,-1.0,5
2075,0.0,0.411764705882353,0.28571428571428553,-0.07936507936507936,0.03703703703703706,1.5833333333333333,0.5443037974683544,-0.7376344086021532,-0.7619047619047628,0.2941176470588238,0.4444444444444437,0.0,0.0,1
2076,0.153846153846154,-0.4117647058823528,-0.21428571428571405,0.6666666666666667,0.48148148148148134,0.5,0.17721518987341772,-0.29892473118279345,-0.6190476190476186,0.4705882352941175,0.5555555555555554,0.0,0.0,2
2077,0.307692307692308,-0.6470588235294117,-0.07142857142857148,1.1746031746031746,-0.07407407407407413,0.625,0.7088607594936709,0.36774193548386525,-0.4761904761904767,0.3529411764705879,-0.333333333333334,0.0,0.0,1
2078,0.307692307692308,-0.5294117647058821,0.4285714285714285,2.2142857142857144,0.03703703703703706,0.5833333333333334,0.9113924050632911,0.9913978494623571,-0.8571428571428581,-0.5294117647058826,-0.6111111111111116,0.0,0.0,2
2081,-0.7692307692307694,0.11764705882352951,-0.28571428571428553,-0.11111111111111115,-0.18518518518518506,-0.4166666666666667,0.02531645569620253,-1.1548387096774295,0.5238095238095233,-0.5882352941176473,1.333333333333332,1.0,0.0,2
2082,1.3846153846153852,0.3529411764705882,1.2857142857142856,-0.31746031746031744,-0.40740740740740744,-0.625,-0.7848101265822784,-0.621505376344093,-1.1904761904761907,-1.0588235294117647,0.11111111111111067,-2.0,0.0,3
2083,0.46153846153846134,0.4705882352941177,1.4285714285714286,1.380952380952381,1.7407407407407405,1.2083333333333333,0.7974683544303798,0.6172043010752477,-1.428571428571428,0.0,-0.7222222222222223,-1.0,0.0,5
2084,-0.3846153846153847,-0.05882352941176443,-0.21428571428571405,0.873015873015873,0.0,1.0416666666666667,1.1645569620253164,0.2817204301075076,-0.5714285714285721,0.1764705882352943,-0.7777777777777777,-2.0,0.0,5
2085,0.0,-0.23529411764705868,1.0,-0.11111111111111115,-0.07407407407407413,0.4583333333333333,0.0,-0.9139784946236662,-0.23809523809523728,-0.1764705882352943,0.8888888888888884,1.0,0.0,2
2086,-0.153846153846154,-0.05882352941176443,0.5714285714285715,-0.253968253968254,-0.40740740740740744,-0.5833333333333334,-0.0379746835443038,-0.6645161290322599,0.28571428571428603,1.2352941176470587,0.7777777777777767,-1.0,0.0,5
2087,-0.5384615384615387,-0.11764705882352919,-0.4285714285714285,0.4444444444444444,-0.3333333333333333,0.9583333333333334,0.46835443037974683,0.02365591397848225,0.33333333333333265,-0.7647058823529412,-0.5,0.0,0.0,3
2088,-0.153846153846154,2.0,-1.357142857142857,0.12698412698412695,1.9259259259259258,-0.5416666666666666,0.10126582278481013,0.43225806451611565,0.33333333333333265,0.588235294117647,-0.44444444444444464,-1.0,-1.0,4
2089,0.153846153846154,-0.05882352941176443,-0.07142857142857148,1.222222222222222,-0.1111111111111112,1.3333333333333333,1.3164556962025316,0.496774193548366,-0.33333333333333265,-0.05882352941176476,-0.666666666666667,0.0,0.0,2
2090,-0.9230769230769234,0.0,-0.35714285714285704,-0.20634920634920637,0.5925925925925926,-1.0833333333333333,-1.3544303797468353,-0.7290322580645103,0.8571428571428581,0.1764705882352943,1.7777777777777768,0.0,-1.0,3
2091,0.3846153846153847,-0.8823529411764703,0.21428571428571447,-0.2698412698412698,0.2962962962962963,0.875,0.4430379746835443,-0.08387096774193502,0.3809523809523814,1.7058823529411768,-0.38888888888888934,0.0,0.0,3
2093,-0.846153846153846,0.0,-0.4285714285714285,1.4285714285714286,0.3703703703703704,0.7916666666666666,1.3417721518987342,0.690322580645141,0.09523809523809534,-0.5882352941176473,-0.7222222222222223,0.0,0.0,4
2095,0.153846153846154,-0.5294117647058821,0.35714285714285704,-0.07936507936507936,-0.7037037037037036,-0.2916666666666667,0.4936708860759494,-0.23440860215054307,1.285714285714286,-0.11764705882352952,0.16666666666666602,0.0,0.0,2
2096,-0.846153846153846,0.6176470588235295,-1.2857142857142856,-0.09523809523809526,0.3333333333333333,-0.625,-1.139240506329114,-0.2731182795699124,1.9523809523809534,0.9411764705882356,1.166666666666666,0.0,-1.0,5
2098,-0.307692307692308,-0.47058823529411753,1.357142857142857,0.9047619047619047,-0.40740740740740744,0.5,0.9240506329113924,-0.4193548387096751,-1.1904761904761907,0.2941176470588238,0.38888888888888834,0.0,0.0,2
2099,0.46153846153846134,0.17647058823529427,0.21428571428571447,2.4365079365079367,0.2592592592592592,0.625,1.0,1.270967741935442,0.04761904761904873,0.23529411764705904,-0.7222222222222223,-1.0,0.0,5
2100,-0.6923076923076926,-0.23529411764705868,1.2857142857142856,0.7301587301587301,0.18518518518518506,1.5833333333333333,1.3670886075949367,0.15268817204300686,-0.23809523809523728,-0.23529411764705904,-0.7777777777777777,-1.0,0.0,4
2101,-0.846153846153846,1.8823529411764706,-1.6428571428571426,-0.14285714285714285,0.8888888888888885,-0.5416666666666666,-1.1898734177215189,-0.243010752688186,1.6666666666666674,1.5294117647058825,0.4444444444444437,0.0,-1.0,4
2102,-0.6923076923076926,-0.29411764705882343,-0.28571428571428553,1.0793650793650795,0.5555555555555555,0.16666666666666666,0.43037974683544306,0.36774193548386525,0.4761904761904767,-0.23529411764705904,-0.44444444444444464,0.0,0.0,2
2103,-0.7692307692307694,1.470588235294118,-1.7857142857142856,-0.19047619047619047,0.1111111111111112,0.375,-0.3670886075949367,-0.5440860215053782,0.428571428571428,-0.05882352941176476,0.13888888888888884,0.0,-1.0,5
2104,0.6153846153846153,-0.29411764705882343,0.5,-0.14285714285714285,0.40740740740740744,-0.625,0.620253164556962,-0.19139784946237617,0.0,0.23529411764705904,-0.22222222222222232,-1.0,0.0,1
2105,0.153846153846154,2.0,-2.214285714285714,-0.17460317460317462,1.8518518518518516,-0.625,-1.0126582278481013,0.3999999999999905,0.7619047619047628,0.4117647058823527,-0.7222222222222223,0.0,-1.0,3
2106,1.2307692307692306,1.1764705882352942,-0.14285714285714296,-0.15873015873015872,2.333333333333333,-0.4166666666666667,0.189873417721519,0.496774193548366,-1.3333333333333326,8.647058823529413,-0.2777777777777777,-1.0,-1.0,2
2108,0.23076923076923067,0.5882352941176472,0.4285714285714285,-0.30158730158730157,-0.14814814814814825,0.2916666666666667,-0.06329113924050633,-0.8365591397849514,0.8571428571428581,-0.1764705882352943,1.333333333333332,2.0,0.0,2
2109,-0.46153846153846134,-0.17647058823529393,-0.7142857142857143,0.6507936507936507,-0.2592592592592592,0.25,0.5569620253164557,0.15268817204300686,0.8571428571428581,0.4117647058823527,-0.22222222222222232,0.0,0.0,5
2110,0.07692307692307666,3.294117647058824,1.2857142857142856,0.9047619047619047,-0.7037037037037036,0.4583333333333333,0.8354430379746836,0.2817204301075076,0.04761904761904873,-0.8823529411764708,0.22222222222222135,-1.0,0.0,4
2111,1.0769230769230773,1.7058823529411762,-0.28571428571428553,1.4523809523809526,-0.5185185185185184,0.3333333333333333,-0.02531645569620253,0.2172043010752572,-1.0476190476190466,-0.7058823529411765,0.2777777777777777,0.0,0.0,4
2112,-0.307692307692308,-0.29411764705882343,-0.21428571428571405,-0.19047619047619047,-0.7037037037037036,0.4166666666666667,0.17721518987341772,-0.6602150537634385,0.6190476190476186,-0.2941176470588235,0.6111111111111107,-1.0,0.0,4
2113,-0.5384615384615387,0.0,-1.214285714285714,0.6428571428571428,-0.07407407407407413,0.875,0.7468354430379747,0.1612903225806259,0.09523809523809534,-0.5294117647058826,-0.7222222222222223,-1.0,0.0,3
2114,2.2307692307692313,0.3529411764705882,0.5,-0.2380952380952381,0.40740740740740744,0.08333333333333333,-0.8987341772151899,0.40215053763438924,0.23809523809523728,1.8235294117647056,0.16666666666666602,1.0,-1.0,4
2115,-0.5384615384615387,0.058823529411764754,4.285714285714286,0.8253968253968254,-0.48148148148148134,0.875,1.0253164556962024,-0.2043010752688167,0.8571428571428581,-0.11764705882352952,0.7777777777777767,0.0,0.0,3
2116,1.692307692307692,-0.11764705882352919,0.21428571428571447,1.1904761904761905,-0.14814814814814825,0.8333333333333334,1.3924050632911393,0.539784946236533,-0.8095238095238093,-0.5882352941176473,0.05555555555555534,0.0,0.0,5
2117,1.3076923076923073,-0.4117647058823528,0.7857142857142856,-0.11111111111111115,0.22222222222222213,-0.08333333333333333,-0.05063291139240506,-0.19139784946237617,-1.0476190476190466,-0.4705882352941178,-0.166666666666667,-1.0,0.0,1
2118,0.153846153846154,1.411764705882353,-1.2857142857142856,-0.15873015873015872,0.40740740740740744,-0.4583333333333333,-1.2151898734177216,0.18064516129031055,0.0,1.0000000000000002,-0.22222222222222232,0.0,-1.0,2
2119,0.5384615384615387,-0.05882352941176443,0.28571428571428553,1.9523809523809526,0.3333333333333333,0.08333333333333333,-0.012658227848101266,1.0559139784946074,0.28571428571428603,-0.05882352941176476,-0.38888888888888934,-1.0,0.0,1
2121,-0.6153846153846153,-0.05882352941176443,0.7142857142857141,0.31746031746031744,-0.14814814814814825,0.875,0.8860759493670886,-0.36774193548388917,0.09523809523809534,0.7647058823529412,0.2777777777777777,0.0,0.0,2
2122,0.9230769230769227,-0.29411764705882343,1.2857142857142856,1.0000000000000002,-0.3333333333333333,0.9583333333333334,0.569620253164557,0.06666666666664915,-0.9047619047619047,-1.0588235294117647,0.16666666666666602,0.0,0.0,2
2123,-0.5384615384615387,-0.29411764705882343,-0.6428571428571428,1.4126984126984128,0.1111111111111112,1.5,0.7721518987341772,0.3655913978494426,-0.714285714285714,0.4117647058823527,-0.5555555555555554,0.0,0.0,5
2125,-0.23076923076923067,0.7058823529411764,-0.5,0.38095238095238104,-0.44444444444444425,0.16666666666666666,-0.0379746835443038,-1.0301075268817264,-0.428571428571428,-0.41176470588235303,1.4407407407407216,1.0,0.0,1
2126,-0.07692307692307666,0.5294117647058825,-0.14285714285714296,1.6904761904761907,0.03703703703703706,0.9583333333333334,0.8987341772151899,0.6344086021505096,-1.0,0.5294117647058822,-0.44444444444444464,0.0,0.0,5
2127,0.0,0.17647058823529427,-0.5,0.507936507936508,0.03703703703703706,0.08333333333333333,1.3924050632911393,0.1741935483870903,0.09523809523809534,0.6470588235294118,-0.5,0.0,0.0,2
2128,2.3846153846153846,3.7941176470588234,-0.6428571428571428,0.06349206349206347,2.148148148148148,-0.75,-0.4050632911392405,1.3139784946236088,1.0476190476190488,0.7647058823529412,0.5555555555555554,-2.0,-1.0,2
2129,2.846153846153846,0.3529411764705882,1.5714285714285714,-0.06349206349206347,0.851851851851852,-1.0,-1.2911392405063291,0.496774193548366,-0.28571428571428603,0.8235294117647061,0.38888888888888834,2.0,-1.0,1
2130,0.3846153846153847,0.11764705882352951,-0.5,0.6507936507936507,-0.5925925925925926,-0.041666666666666664,0.2911392405063291,-0.19784946236559642,-0.23809523809523728,-0.7647058823529412,0.16666666666666602,1.0,0.0,3
2132,0.46153846153846134,-0.9411764705882351,0.21428571428571447,1.0000000000000002,0.5555555555555555,0.4583333333333333,0.10126582278481013,0.36774193548386525,0.0,-0.7058823529411765,-0.38888888888888934,-1.0,0.0,3
2133,0.846153846153846,3.4117647058823533,-2.214285714285714,-0.12698412698412695,1.3703703703703705,-0.7916666666666666,-1.1012658227848102,0.35913978494622234,0.1904761904761907,-0.05882352941176476,-0.2777777777777777,-1.0,-1.0,1
2135,0.0,-0.35294117647058804,0.7857142857142856,2.3888888888888893,0.1111111111111112,0.25,0.3291139240506329,1.0774193548386908,0.04761904761904873,-0.5294117647058826,-0.833333333333333,-1.0,0.0,3
2136,-0.6923076923076926,0.29411764705882376,-0.7142857142857143,0.31746031746031744,-0.18518518518518506,-0.5,0.189873417721519,-0.24946236559140628,-0.9047619047619047,0.11764705882352952,-0.5,-1.0,0.0,4
2138,0.6923076923076926,-0.20588235294117632,-0.35714285714285704,-0.15873015873015872,-0.7777777777777778,0.4583333333333333,0.9113924050632911,-0.36344086021506766,-0.8095238095238093,-0.7058823529411765,0.499999999999999,0.0,0.0,5
2139,4.153846153846155,0.647058823529412,1.4285714285714286,-0.15873015873015872,0.44444444444444425,-0.9583333333333334,-1.1898734177215189,0.9698924731182498,-0.8095238095238093,0.5294117647058822,-0.5555555555555554,0.0,-1.0,1
2141,3.153846153846154,0.11764705882352951,1.5714285714285714,-0.12698412698412695,0.48148148148148134,-1.0833333333333333,-1.3670886075949367,0.17849462365591176,-0.9047619047619047,1.8823529411764706,0.333333333333333,1.0,-1.0,4
2142,-1.2307692307692306,0.11764705882352951,1.1428571428571426,0.0,0.22222222222222213,0.7083333333333334,0.3291139240506329,-0.3849462365591511,0.3809523809523814,1.4705882352941178,-0.166666666666667,-1.0,0.0,2
2145,0.07692307692307666,-0.9999999999999999,0.07142857142857148,1.0476190476190477,0.2592592592592592,1.4583333333333333,0.5569620253164557,0.2817204301075076,0.9047619047619047,-0.5882352941176473,-0.5,-1.0,0.0,2
2146,-0.153846153846154,-0.9999999999999999,-0.07142857142857148,1.5714285714285716,0.07407407407407413,0.125,-0.379746835443038,0.3548387096774009,-0.04761904761904661,-0.9411764705882356,-0.22222222222222232,0.0,0.0,4
2147,0.5384615384615387,0.5294117647058825,0.642857142857143,-0.15873015873015872,-0.3333333333333333,-0.041666666666666664,0.43037974683544306,-0.9225806451612852,-0.14285714285714196,-1.1176470588235294,1.4444444444444438,0.0,0.0,1
2148,1.2307692307692306,1.1764705882352942,-0.21428571428571405,-0.17460317460317462,2.333333333333333,-0.375,0.22784810126582278,0.496774193548366,-1.3333333333333326,8.470588235294118,-0.22222222222222232,0.0,-1.0,4
2149,-0.6923076923076926,-0.5294117647058821,-0.9999999999999998,-0.2222222222222222,0.03703703703703706,0.7083333333333334,0.13924050632911392,-0.8365591397849514,0.428571428571428,-0.4705882352941178,0.6111111111111107,0.0,0.0,5
2150,0.5384615384615387,1.7058823529411762,-2.142857142857143,-0.19047619047619047,1.5185185185185182,-0.7083333333333334,-1.2658227848101267,0.16989247311826883,0.5238095238095233,0.2941176470588238,0.11111111111111067,1.0,-1.0,2
2152,0.0,0.0,1.2857142857142856,0.12698412698412695,0.0,0.3333333333333333,0.22784810126582278,-0.23440860215054307,-1.2380952380952372,-0.6470588235294118,-0.5,0.0,0.0,1
2153,-0.46153846153846134,-0.764705882352941,-0.6428571428571428,-0.253968253968254,-0.2592592592592592,0.5,0.3924050632911392,-0.3419354838709842,1.3333333333333348,0.4117647058823527,-0.166666666666667,0.0,0.0,3
2154,2.1538461538461546,-0.764705882352941,1.0714285714285714,-0.19047619047619047,-0.03703703703703706,-0.25,0.1518987341772152,0.21075268817203696,-0.8095238095238093,0.9411764705882356,-0.38888888888888934,-1.0,0.0,3
2155,0.5384615384615387,1.6470588235294115,-0.7142857142857143,-0.2380952380952381,0.8148148148148149,-1.0416666666666667,-1.379746835443038,-0.06666666666667304,-0.23809523809523728,0.1764705882352943,-0.2777777777777777,0.0,-1.0,4
